Gene_ID,C1:fpkm,C2:fpkm,C3:fpkm,L1:fpkm,L2:fpkm,L3:fpkm,H1:fpkm,H2:fpkm,H3:fpkm,Chromosome,Start Site,End Site,Direction,Length,Name,GO,KEGG,UniProtID,Description
Gene03831,18.02617819,15.53518936,20.18070016,22.40809061,18.12061937,12.37797996,13.51189303,9.110531886,13.61849823,BDRX01000021.1,118335,125565,+,2880,Rsub_03831,GO:0003924; GO:0005525,K17065,A0A2V0NTL8,hypothetical protein
Gene03832,0,0,0,0,0,0,0.019043576,0,0.07263986,BDRX01000021.1,126775,129538,-,2529,Rsub_03832,GO:0016021,-,A0A2V0P1A7,hypothetical protein
Gene03833,0,0.018498976,0,0.040122291,0.100001119,0.093672044,0.020450617,0,0,BDRX01000021.1,130166,133043,-,2355,Rsub_03833,-,-,A0A2V0NTH8,hypothetical protein
Gene03834,0.017759235,0.035856039,0,0,0,0,0,0.058576858,0.056699446,BDRX01000021.1,134459,137079,-,2430,Rsub_03834,GO:0016021,-,A0A2V0NUH2,hypothetical protein
Gene03835,534.0657385,362.7595097,585.3421072,548.7257403,360.9511157,278.1822473,485.5212172,381.7860806,367.9094519,BDRX01000021.1,138306,140988,-,924,Rsub_03835,-,K12451,A0A2V0NZF7,rhamnose biosynthetic enzyme
Gene03836,19.65852518,21.75384499,16.05859785,15.49901903,14.73830716,14.00896882,12.94451302,10.62718484,10.40759795,BDRX01000021.1,141589,148729,+,3036,Rsub_03836,GO:0005524,K09486,A0A2V0NTL2,heat shock protein 70 kDa
Gene03837,2.100286351,2.720317707,3.418355058,2.277603198,2.530193593,1.640809061,2.52083431,1.546719505,1.729098813,BDRX01000021.1,149228,155018,+,2178,Rsub_03837,GO:0031514,-,A0A2V0NWC2,flagella associated protein
Gene03838,6.70117774,9.626925004,10.07643596,8.888008539,6.821576869,5.253501633,6.417898254,4.002642611,7.148701731,BDRX01000021.1,155310,159490,-,2679,Rsub_03838,GO:0016021,-,A0A2V0NZG8,hypothetical protein
Gene03839,3.409773061,4.410292858,7.116059562,7.582370012,3.488927918,4.466421811,11.65382193,7.263530344,9.185310282,BDRX01000021.1,159937,160779,+,405,Rsub_03839,-,-,A0A2V0NTM3,hypothetical protein
Gene03840,73.96456186,85.39624212,77.5464625,79.50389177,89.16293772,72.10580315,67.44964481,49.51274461,52.60989285,BDRX01000021.1,161025,163728,+,804,Rsub_03840,GO:0016787,K01061,A0A2V0P1M3,carboxymethylenebutenolidase
Gene03841,6.838761032,7.062464172,11.6802535,7.658863026,6.048428316,4.500353044,5.526695411,3.629844619,4.977467776,BDRX01000021.1,164253,166333,-,1098,Rsub_03841,GO:0016021; GO:0045492,-,A0A2V0NTM9,hypothetical protein
Gene03842,0.114926605,0.096682397,0.191877771,0.188724359,0.083622773,0,0.128258862,0,0.122307727,BDRX01000021.1,166689,169473,-,2253,Rsub_03842,GO:0006506; GO:0016021; GO:0017176,-,A0A2V0P1B6,hypothetical protein
Gene03843,4.825341426,6.066024909,2.972531209,1.262497831,4.604059942,2.389032352,2.946571483,1.501495401,2.293097855,BDRX01000021.1,169655,172995,+,1422,Rsub_03843,GO:0003677; GO:0005634; GO:0005694; GO:0006260; GO:0006281,-,A0A2V0NTI8,hypothetical protein
Gene03844,68.47165786,64.48146307,78.49935955,78.39210234,73.64515373,60.81867811,72.51370112,59.23336702,72.84668022,BDRX01000021.1,173518,179894,+,2037,Rsub_03844,GO:0004181,-,A0A2V0NUH9,hypothetical protein
Gene03845,0,0,0,0,0,0,0.270568555,0,0,BDRX01000021.1,180194,181327,-,534,Rsub_03845,-,K16745,A0A2V0NZH2,hypothetical protein
Gene03846,0.876395847,1.128787294,2.119120678,2.018125955,2.143931546,1.174049185,2.52947494,1.727771178,2.154817188,BDRX01000021.1,181701,183515,+,1428,Rsub_03846,GO:0002098; GO:0033588,-,A0A2V0NTM4,hypothetical protein
Gene03847,45.74248246,39.8018436,31.2412371,35.04890078,44.51574188,41.07062174,70.5776977,91.13344646,89.79947654,BDRX01000021.1,183770,185702,-,984,Rsub_03847,-,-,A0A2V0NWD2,hypothetical protein
Gene03848,67.08021809,74.15093991,99.34369421,83.02377846,79.02964054,75.7423408,77.98122226,73.50636863,79.67741087,BDRX01000021.1,186381,189403,+,1158,Rsub_03848,GO:0004639; GO:0006164,K01923,A0A2V0NZH7,hypothetical protein
Gene03849,8.838727555,8.527044923,10.29598809,10.66315481,7.78591816,6.712099634,8.398683879,6.270277524,8.175843848,BDRX01000021.1,189598,192686,+,2202,Rsub_03849,GO:0005737; GO:0006914; GO:0008641,K08337,A0A2V0NTN3,ubiquitin-like modifier-activating enzyme
Gene03850,10.51210084,7.121216305,11.08463124,14.68803777,12.07705818,5.373532807,5.557061869,3.801863355,6.035219897,BDRX01000021.1,192919,193594,-,312,Rsub_03850,GO:0016021,-,A0A2V0P1N3,hypothetical protein
Gene03851,3.447434886,4.18124695,2.098010664,1.737710263,2.788134638,2.028484254,1.439300316,0.627176355,1.847619884,BDRX01000021.1,194427,197030,-,1740,Rsub_03851,-,-,A0A2V0NTN8,hypothetical protein
Gene03852,0.200100187,0.404003907,0.890882264,1.849842262,0.436790048,0.681909313,0.942877748,1.784466559,1.537983432,BDRX01000021.1,198305,203008,+,1941,Rsub_03852,-,K22544,A0A2V0P1C5,hypothetical protein
Gene03853,0,0.0324145,0.035739138,0.105455352,0,0,0.179171142,0.070606034,0.136686165,BDRX01000021.1,203548,206434,+,1344,Rsub_03853,-,-,A0A2V0NTJ7,hypothetical protein
Gene03854,43.93089359,32.96003199,26.17587885,27.24861282,24.29944195,17.8796999,25.04649001,16.14387918,25.09126944,BDRX01000021.1,207109,209305,-,723,Rsub_03854,GO:0006979; GO:0030091; GO:0033743; GO:0046872,-,A0A2V0NUJ1,peptide-methionine (R)-S-oxide reductase
Gene03855,1.026645883,0.6748672,0.93010737,0.901752654,0.56025523,0.598024092,0.826001266,0.459378676,0.978241897,BDRX01000021.1,209977,213759,+,3615,Rsub_03855,GO:0000124; GO:0003712,-,A0A2V0NZI2,hypothetical protein
Gene03856,25.39848049,24.98752768,22.64074419,22.97608485,29.3765005,24.04169838,34.27096011,29.90165528,30.70740124,BDRX01000021.1,214370,217957,-,1536,Rsub_03856,GO:0005779; GO:0007031,-,A0A2V0NTN4,hypothetical protein
Gene03857,5.06087254,6.636109642,4.469647354,6.263066626,7.654961349,5.117753294,3.376502432,2.177311878,3.073478584,BDRX01000021.1,218227,222404,+,1569,Rsub_03857,GO:0000245; GO:0008270; GO:0016579; GO:0036459,K12847,A0A2V0NWE2,U4 tri-snRNP-associated protein-like
Gene03858,15.54714187,7.925665318,17.01721963,15.6349077,8.005116479,6.389543309,21.58751702,15.10588838,20.03617952,BDRX01000021.1,223010,225820,+,1671,Rsub_03858,GO:0016021,-,A0A2V0NZI7,hypothetical protein
Gene03859,6.573781229,4.645381246,2.539400287,1.820333247,2.827719804,1.660412514,4.099743972,2.295834903,2.798392021,BDRX01000021.1,226915,230008,+,1116,Rsub_03859,GO:0008168,-,A0A2V0NTP3,gamma-tocopherol methyltransferase
Gene03860,1.598331122,1.923814427,1.163202044,1.211384558,1.431355043,0.775129489,0.914742695,0.428061652,0.763261776,BDRX01000021.1,231753,234098,-,2106,Rsub_03860,-,-,A0A2V0P1P3,hypothetical protein
Gene03861,5.162074199,8.059888686,3.523981649,4.897703118,7.136443468,6.12184901,7.988461082,5.221468217,4.907621921,BDRX01000021.1,234431,235964,+,627,Rsub_03861,-,-,A0A2V0NTQ0,hypothetical protein
Gene03862,10.29865178,7.720748158,11.43213408,19.40540407,14.28384501,11.29098721,11.83231088,14.26756858,10.10795501,BDRX01000021.1,236812,239774,+,1563,Rsub_03862,GO:0016021,-,A0A2V0P1D5,hypothetical protein
Gene03863,12.4820851,18.22644363,33.86291808,44.4167979,19.58195134,16.83721792,10.94687708,7.148221569,12.9221163,BDRX01000021.1,242223,245224,-,1905,Rsub_03863,GO:0006629; GO:0080019; GO:0102965,-,A0A2V0NTK6,hypothetical protein
Gene03864,3.350538843,2.209823304,3.082889158,4.988496659,4.51014362,3.722300104,5.409410467,5.378337874,4.421500291,BDRX01000021.1,245957,249162,-,1932,Rsub_03864,GO:0006629; GO:0080019; GO:0102965,-,A0A2V0NUK1,hypothetical protein
Gene03865,39.13869586,56.97380728,42.68661824,28.73722492,43.66253223,25.2264967,18.22157432,9.668388268,13.74444239,BDRX01000021.1,249820,254162,-,1644,Rsub_03865,GO:0007010; GO:0008017,-,A0A2V0NZJ1,hypothetical protein
Gene03866,8.190292139,12.08742326,9.856565159,10.4683232,11.66169115,9.988526149,6.449332561,2.9711672,4.955466048,BDRX01000021.1,254566,256920,+,1038,Rsub_03866,GO:0003755,K03768,A0A2V0NTP4,"peptidyl-prolyl cis-trans isomerase, chloroplastic"
Gene03867,1.043865813,1.696339709,0.736795548,0.390215911,1.194880623,0.702789014,1.278616005,0.727804496,0.97543118,BDRX01000021.1,257175,259522,-,1695,Rsub_03867,-,-,A0A2V0NWF2,hypothetical protein
Gene03868,1.450757936,2.310269817,1.682988519,1.498744247,1.895617796,0.793817346,1.892698787,0.741363354,1.3264771,BDRX01000021.1,259701,262857,+,2112,Rsub_03868,-,K16755,A0A2V0NZK2,hypothetical protein
Gene03869,56.4795533,69.80108673,85.33333177,74.53468911,84.09092677,77.25520368,41.75310587,24.70248817,37.55884872,BDRX01000021.1,263676,269416,-,2157,Rsub_03869,GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0031369; GO:0033290,K03253,A0A2V0NTQ3,eukaryotic initiation factor
Gene03870,4.511545483,6.366654894,5.126717788,4.86145133,6.213041588,5.868115163,6.247512359,4.388935982,4.675609503,BDRX01000021.1,269803,271807,+,1827,Rsub_03870,-,-,A0A2V0P1Q2,hypothetical protein
Gene03871,120.6084944,125.5901869,134.3885347,148.3868855,144.3043465,136.8589506,176.0354835,193.8797959,172.803181,BDRX01000021.1,272685,276503,-,1647,Rsub_03871,-,-,A0A2V0NTQ9,phosphoglycerate mutase
Gene03872,0.021778925,0.010992957,0.048481859,0.023842542,0,0.022265724,0.03645814,0.01197256,0.092710677,BDRX01000021.1,277827,282670,-,3963,Rsub_03872,GO:0035368,-,A0A2V0P1E6,hypothetical protein
Gene03873,1.061978397,2.24160408,0.967115477,0.281843387,0.772715579,5.625980657,1.508404564,0.601493907,0.993191641,BDRX01000021.1,283595,286679,-,1341,Rsub_03873,-,-,A0A2V0NTL7,hypothetical protein
Gene03874,191.131825,219.4255436,261.4375188,263.2633306,210.9894704,178.2208975,208.2980368,207.2159383,192.8405925,BDRX01000021.1,287568,292486,-,1443,Rsub_03874,GO:0008483; GO:0030170,K00827,A0A2V0NUK7,hypothetical protein
Gene03875,11.24035654,7.83496156,12.6103195,9.546461565,6.134022107,3.693728304,8.014422389,5.884930811,7.049191612,BDRX01000021.1,293503,298085,-,1935,Rsub_03875,GO:0003824,-,A0A2V0NZK1,hypothetical protein
Gene03876,2949.853281,3451.323081,1311.430477,1672.350032,3249.209495,3577.903447,979.8723744,609.9315299,693.5759755,BDRX01000021.1,298574,299651,+,324,Rsub_03876,GO:0009522; GO:0015979; GO:0016021,K02696,A0A2V0NTQ6,photosystem I reaction subunit VIII
Gene03877,129.566842,98.45915866,113.2134795,79.63349978,52.44526753,122.6585585,192.3032427,130.1154029,167.7459147,BDRX01000021.1,301421,302526,+,423,Rsub_03877,GO:0003735; GO:0005840; GO:0006412,K02946,A0A2V0NWG2,30S ribosomal protein S10
Gene03878,12.97564083,13.88391881,8.38420869,5.852297021,7.107511941,7.402939578,7.484511256,5.022569751,9.981784259,BDRX01000021.1,303119,305122,+,888,Rsub_03878,GO:0008168,K22857,A0A2V0NZL3,methyltransferase
Gene03879,4.251791235,4.950238284,2.127122851,1.784016394,4.78604736,3.801580042,12.51563013,12.55813023,12.18716932,BDRX01000021.1,305711,312478,-,2913,Rsub_03879,GO:0048188,K14961,A0A2V0NTR3,hypothetical protein
Gene03880,20.47300539,17.26830891,12.50307656,16.33781196,20.72775996,18.39690869,17.01575582,11.25465466,15.19417743,BDRX01000021.1,313220,319124,+,1602,Rsub_03880,-,-,A0A2V0P1R3,hypothetical protein
Gene03881,2.567570819,2.525512347,3.150932552,4.576649669,2.443047924,2.725920774,8.375861368,6.767838766,6.761117027,BDRX01000021.1,319815,321999,+,1311,Rsub_03881,-,-,A0A2V0NTS0,hypothetical protein
Gene03882,1.410292167,1.672842431,2.158363654,1.157941122,0.654173985,0.612771285,1.141074251,0.697753745,1.013085693,BDRX01000021.1,323240,325364,+,1224,Rsub_03882,GO:0004674; GO:0005524,K08857,A0A2V0P1F6,hypothetical protein
Gene03883,0,0,0,0,0,0,0,0,0.116638861,BDRX01000021.1,325823,327624,-,1575,Rsub_03883,GO:0016021,-,A0A2V0NTN1,hypothetical protein
Gene03884,37.87761033,32.33726781,34.86448117,33.0179945,31.98872076,37.27389828,33.40569956,35.00053895,41.57847554,BDRX01000021.1,328477,331377,+,1521,Rsub_03884,GO:0016021; GO:0022857,-,A0A2V0NUL7,hypothetical protein
Gene03885,2.191996968,1.383018666,2.287304859,2.849637961,1.644780304,2.240992128,3.66942498,4.970664775,8.164720251,BDRX01000021.1,331403,331836,+,315,Rsub_03885,-,-,A0A2V0NZL1,hypothetical protein
Gene03886,14.4788845,22.86974563,29.35047945,28.21918104,14.99555738,11.97641601,6.333725442,3.290915256,6.014860466,BDRX01000021.1,333739,343213,+,7353,Rsub_03886,GO:0004842,-,A0A2V0NTR7,hypothetical protein
Gene03887,34.41414323,30.97222795,28.06226236,27.26447505,35.54711521,33.18507332,28.23496473,16.41940619,23.41903538,BDRX01000021.1,344327,348728,+,1965,Rsub_03887,GO:0004814; GO:0005524; GO:0005737; GO:0006420,K01887,A0A2V0NWH4,hypothetical protein
Gene03888,0.425471242,0.409061859,2.503149121,2.151487222,1.326775405,2.154193137,1.356653602,0.913303963,1.789626182,BDRX01000021.1,349069,352480,-,2130,Rsub_03888,GO:0008168,K16914,A0A2V0NZM3,bifunctional lysine-specific demethylase and histidyl-hydroxylase
Gene03889,2.931970467,1.202433426,1.835671416,0.952904414,0.700007831,1.217736566,2.19844132,1.46069043,1.950172034,BDRX01000021.1,352611,353988,+,942,Rsub_03889,-,-,A0A2V0NTS3,hypothetical protein
Gene03890,182.3682601,167.719588,90.70770551,55.24814615,91.15184612,165.7217151,30.5153627,23.00472954,30.9339995,BDRX01000021.1,357030,358140,-,726,Rsub_03890,-,-,A0A2V0P1S3,hypothetical protein
Gene03891,1.798122513,2.288745564,1.218238458,0.427934762,1.962521954,1.678460476,1.744971118,2.234834459,1.913606309,BDRX01000021.1,358957,360322,-,552,Rsub_03891,-,K23166,A0A2V0NTT2,hypothetical protein
Gene03892,0.322739938,0.407259102,0.102635474,0.44165062,0.213864572,0.117840632,0.257271383,0.228111801,0.159467192,BDRX01000021.1,360681,365183,+,3744,Rsub_03892,GO:0004672; GO:0005524,-,A0A2V0P1G6,hypothetical protein
Gene03893,1.450419264,0.982821966,0.796133736,0.783049687,0.889098344,1.015643014,2.882576599,2.665085207,2.960274953,BDRX01000021.1,366111,368282,-,2172,Rsub_03893,-,-,A0A2V0NTP0,hypothetical protein
Gene03895,2.514131657,2.590356583,3.548413484,3.376598039,3.22490094,2.941302168,2.950416031,1.62432043,4.192694183,BDRX01000021.1,375817,378213,-,1665,Rsub_03895,GO:0002949; GO:0004222; GO:0005739; GO:0046872; GO:0061711,K01409,A0A2V0NUM7,hypothetical protein
Gene03896,0,0,0,0,0,0,0,0,0,BDRX01000021.1,379074,379533,+,360,Rsub_03896,-,-,A0A2V0NZM2,hypothetical protein
Gene03897,0.036143166,0.036486673,0,0,0,0.036951032,0.141176055,0.039738069,0.019232224,BDRX01000021.1,380050,382658,+,2388,Rsub_03897,-,-,A0A2V0NTS5,hypothetical protein
Gene03898,60.73013777,38.61717141,38.80117558,35.9727483,24.78475306,40.70975682,10.48671353,7.142597477,8.889009951,BDRX01000021.1,383221,385363,+,1488,Rsub_03898,GO:0003677; GO:0005634,-,A0A2V0NWI6,hypothetical protein
Gene03899,54.16566581,69.44119648,56.40136097,57.80747052,61.50850699,46.29827487,44.26338261,30.26470977,41.01259941,BDRX01000021.1,387662,389511,+,729,Rsub_03899,GO:0016021,K09660,A0A2V0NZN1,hypothetical protein
Gene03900,0.03041222,0.03070126,0,0,0,0,0.067880483,0,0,BDRX01000021.1,389934,391611,+,1419,Rsub_03900,GO:0016021,-,A0A2V0NTT3,hypothetical protein
Gene03901,0,0,0,0.024878356,0,0,0,0.099941558,0.048369196,BDRX01000021.1,391907,394464,+,1899,Rsub_03901,GO:0016021,-,A0A2V0P1T2,hypothetical protein
Gene03902,7.986310023,8.353617763,10.38849498,8.479691907,9.976700233,7.574590867,6.711427378,5.130862545,6.553621606,BDRX01000021.1,395562,397064,-,897,Rsub_03902,-,-,A0A2V0NTU1,hypothetical protein
Gene03903,57.53992041,64.40056485,60.56385475,66.278536,74.40518016,81.07763367,72.03240777,38.37038856,55.91058433,BDRX01000021.1,397309,398418,+,345,Rsub_03903,GO:0016021,-,A0A2V0P1H6,hypothetical protein
Gene03904,68.57009949,59.26699249,43.33755709,49.91503651,60.41516347,55.76002167,62.85348972,51.58282221,58.69294262,BDRX01000021.1,398944,400913,+,849,Rsub_03904,GO:0016021,-,A0A2V0NTQ1,hypothetical protein
Gene03905,4.700603734,3.88769814,1.386791135,0.433999979,2.596092033,1.389591575,4.929886908,3.051070182,4.218974539,BDRX01000021.1,401470,403359,-,762,Rsub_03905,GO:0006281; GO:0030915,K22817,A0A2V0NUN7,hypothetical protein
Gene03906,52.99729511,78.72287829,14.98786605,19.71460057,73.3658583,79.50361875,23.47707759,11.41588082,15.2512984,BDRX01000021.1,403656,405795,+,798,Rsub_03906,GO:0016021,-,A0A2V0NZN4,hypothetical protein
Gene03907,23.34166582,23.83750097,19.33419956,27.93041377,25.17952695,21.78228492,24.68640273,13.4284683,20.79692894,BDRX01000021.1,406415,407097,-,318,Rsub_03907,-,-,A0A2V0NTT4,hypothetical protein
Gene03908,0.313569049,0.514392501,0.349016545,0.429100797,0.256678621,0.320577893,0.306202016,0.387852218,0.625702335,BDRX01000021.1,407324,408715,-,1101,Rsub_03908,-,-,A0A2V0NWJ6,hypothetical protein
Gene03909,2.066651205,1.070597625,1.331738935,1.339621865,1.276195751,0.917419391,0.758683095,0.687641372,1.099690582,BDRX01000021.1,409173,411518,-,1587,Rsub_03909,-,-,A0A2V0NZP3,hypothetical protein
Gene03910,8.697894945,9.441916679,5.337044672,6.058096613,8.656395284,8.37929106,7.93353148,6.268064328,7.268737142,BDRX01000021.1,412232,417158,+,3096,Rsub_03910,GO:0003824; GO:0005525,-,A0A2V0NTU3,hypothetical protein
Gene03911,0.971137897,1.10291362,2.16184088,1.72762861,2.119854937,1.365161344,1.693431887,0.667331289,2.260800702,BDRX01000021.1,417945,419450,+,711,Rsub_03911,GO:0016021,-,A0A2V0P1U0,hypothetical protein
Gene03912,4.794993367,3.082155885,5.228125392,5.42073988,3.353642958,3.481541342,4.128103103,1.893586581,2.915971518,BDRX01000021.1,419772,423483,-,2205,Rsub_03912,GO:0016779,K03514,A0A2V0NTV1,hypothetical protein
Gene03913,0.613993053,0.398461171,0.170850515,0.288073157,0.694062642,0.762227696,0.220249403,0.289312528,0.466733246,BDRX01000021.1,423907,428168,-,1968,Rsub_03913,GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017,K10390,A0A2V0P1I6,delta tubulin
Gene03914,5.055424317,5.33544741,3.069226968,4.628804893,4.965870247,4.792537079,3.282552698,3.132832576,3.423704578,BDRX01000021.1,428831,430478,+,939,Rsub_03914,GO:0046854,K18649,A0A2V0NTR1,bifunctional phosphatase chloroplastic
Gene03915,56.50935467,52.68991487,47.05361623,43.48328153,48.60024516,35.273676,47.15484937,51.10612256,51.91299742,BDRX01000021.1,430883,433439,+,2010,Rsub_03915,-,-,A0A2V0NUP7,hypothetical protein
Gene03916,1.713347506,2.089971136,1.748113887,1.094153794,1.59728834,1.934106885,3.943721327,2.197722301,2.773067207,BDRX01000021.1,435200,440013,+,1209,Rsub_03916,-,K13679,A0A2V0NZP2,granule-bound starch synthase
Gene03917,82.67496628,85.72485055,100.9734419,94.54443998,109.1415435,101.2324519,76.87379573,72.7014386,83.59510284,BDRX01000021.1,441039,444695,+,1674,Rsub_03917,GO:0016021,-,A0A2V0NTU4,Na+ solute symporter
Gene03918,12.37923124,15.09117427,21.48770927,19.79650451,18.02612758,14.80263183,23.99316279,18.91687931,27.51590771,BDRX01000021.1,454180,466498,+,1377,Rsub_03918,GO:0000287; GO:0006190; GO:0009117; GO:0050483,K18550,A0A2V0NWK6,hypothetical protein
Gene03919,44.46266577,45.54531926,60.76953137,60.30767897,53.88014818,52.30838515,40.86405092,37.38268549,44.0129451,BDRX01000021.1,468123,468673,-,264,Rsub_03919,GO:0005758; GO:0046872; GO:0072321,K17780,A0A2V0NZQ2,mitochondrial import inner membrane translocase subunit
Gene03920,0.989301605,0.80976,0.505928026,0.234170993,0.583649652,0.27335522,0.179037929,0.587946154,0.455281798,BDRX01000021.1,469375,471151,+,1614,Rsub_03920,-,-,A0A2V0NTV2,hypothetical protein
Gene03921,0.047910009,0,0,0.013112406,0.065362929,0,0.093568809,0.026337638,0.050987012,BDRX01000021.1,471438,475545,+,3603,Rsub_03921,-,-,A0A2V0P1V0,hypothetical protein
Gene03922,40.93529946,49.080747,37.77107282,28.83239033,31.63329155,28.9766267,24.48551758,17.22368196,19.44269437,BDRX01000021.1,475753,477047,-,1011,Rsub_03922,-,K17566,A0A2V0NTW0,hypothetical protein
Gene03923,65.86806678,67.02321228,66.18367542,66.59427216,73.38401929,59.36190813,45.65890015,39.69945735,49.24243603,BDRX01000021.1,478242,481364,+,1482,Rsub_03923,GO:0004402; GO:0005634; GO:0006355,K11308,A0A2V0P1J6,MYST family histone acetyltransferase
Gene03924,24.20329985,22.0130471,25.66864342,31.62098263,25.04551827,18.20806104,28.1577403,25.6064549,31.71119026,BDRX01000021.1,481860,482800,+,378,Rsub_03924,GO:0015031; GO:0030173,K08505,A0A2V0NTS1,hypothetical protein
Gene03925,39.25900819,49.97883705,31.68870274,28.47763199,34.73663858,27.75853921,49.49901406,35.32184514,44.33187949,BDRX01000021.1,483357,484560,+,720,Rsub_03925,GO:0005623; GO:0045454,-,A0A2V0NUQ4,hypothetical protein
Gene03926,4.312656756,5.098346917,1.673747737,1.677301696,2.694112978,2.088498581,2.184827743,1.24779105,2.717547421,BDRX01000021.1,485279,488264,-,1521,Rsub_03926,-,K08869,A0A2V0NZQ1,hypothetical protein
Gene03927,20.08771163,20.92547285,28.95554748,28.83041289,22.16906759,25.48255108,27.45939406,26.13649812,30.41312833,BDRX01000021.1,489445,490989,-,1347,Rsub_03927,GO:0016036,-,A0A2V0NTV4,hypothetical protein
Gene03928,1.538195892,2.530513361,5.45329713,6.766962057,0.994862614,1.718186415,0.731160176,0.281864879,0.818492995,BDRX01000021.1,492034,493548,-,1515,Rsub_03928,-,-,A0A2V0NWL6,hypothetical protein
